ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Weather_Condition_Encoded
A-4373877,Source1,2,2022-01-24 06:27:33,2022-01-24 08:39:26,44.183052778033336,-93.25659871056914,44.22203277803333,-93.27604871056911,2.86,Incident on I-35 NB near C.S.A.H.12 Drive with caution.,I-35 N,Medford,Steele,MN,55049,US,US/Central,KOWA,2022-01-24 06:33:00,12.0,-4.0,92.0,28.41,5.0,NNW,16.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,6.0,17
A-4375358,Source1,2,2022-05-20 09:19:07,2022-05-20 11:37:33,40.779243707462406,-73.94355654681229,40.768653707462406,-73.9491365468123,0.7879999999999999,Incident on FDR DR near FDR DR Drive with caution.,FDR Dr S,New York,New York,NY,10128,US,US/Eastern,KNYC,2022-05-20 08:51:00,61.0,61.0,81.0,29.87,4.0,ENE,5.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9.0,8
A-4376890,Source1,4,2022-07-27 21:34:30,2022-07-27 23:40:35,37.352986,-80.045963,37.352606,-80.046937,0.06,On VA-311 in the County of Roanoke in the vicinity of Carvins Cove Rd; Rt. 740N/S (Roanoke County) motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed.,Carvins Cove Rd,Salem,Roanoke,VA,24153,US,US/Eastern,KROA,2022-07-27 21:54:00,77.0,77.0,82.0,28.79,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,21.0,18
A-4393135,Source1,2,2023-01-04 19:15:41,2023-01-04 20:30:41,29.667145,-95.562036,29.667142,-95.560568,0.088,Incident on SOUTH DR near BROOKLET DR Drive with caution., Brooklet Dr,Houston,Harris,TX,77099-2860,US,US/Central,KSGR,2023-01-04 18:53:00,56.0,56.0,57.0,29.98,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19.0,5
A-4407302,Source1,2,2023-02-06 07:14:00,2023-02-06 08:12:00,40.448187,-111.911449,40.43757700000001,-111.897139,1.051,Accident on I-15 S - US-89 S from UT-140/Exit 291 (I-15) to UT-92/Exit 287 (I-15).,I-15 S,Lehi,Utah,UT,84043,US,US/Mountain,KPVU,2023-02-06 06:56:00,28.0,28.0,96.0,25.53,2.0,CALM,0.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,7.0,17
A-4419120,Source1,2,2023-01-03 16:14:30,2023-01-03 16:47:30.000000000,45.664053,-94.737134,45.66317100000001,-94.704946,1.555,Slow traffic on I-94 E - US-52 E from MN-237/CR-65/Exit 137 (I-94) to CR-11/Exit 140 (I-94) due to accident.,I-94 E,Melrose,Stearns,MN,56352,US,US/Central,KD39,2023-01-03 16:15:00,23.0,10.0,96.0,28.37,0.75,NNE,15.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,17
A-4426327,Source1,2,2022-12-11 06:25:30,2022-12-11 06:39:00.000000000,39.301868,-119.825488,39.289129,-119.822751,0.892,Slow traffic on I-580 S - US-395 S from US-395/I-580 (US-395 Alt/US-395) to Bellevue Rd/Exit 44 (I-580/US-395) due to accident.,I-580 S,Washoe Valley,Washoe,NV,89704,US,US/Pacific,KCXP,2022-12-11 06:35:00,32.0,,80.0,24.91,9.0,,,0.0,N/A Precipitation,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,6.0,20
A-4440628,Source1,2,2022-11-08 12:25:57,2022-11-08 14:45:39,36.177033,-95.858655,36.177522,-95.858657,0.034,Incident on 107TH E AVE near HOUSE 1535 Drive with caution., N 107th East Ave,Tulsa,Tulsa,OK,74116-1512,US,US/Central,KTUL,2022-11-08 12:30:00,68.0,68.0,81.0,29.54,10.0,S,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day,12.0,1
A-4452752,Source1,2,2022-04-08 15:32:57,2022-04-08 17:37:15,40.648781060978656,-74.01355147326463,40.637961060978654,-74.02096147326463,0.843,NYSDOT - Region 11: Crash on I-278 westbound 50th Street (New York) 1 Left lane of 3 lanes blocked,Gowanus Expy,Brooklyn,Kings,NY,11220,US,US/Eastern,KJRB,2022-04-08 15:51:00,63.0,63.0,24.0,29.52,10.0,VAR,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,15.0,5
A-4464629,Source1,2,2022-11-10 15:24:00,2022-11-10 16:44:32,30.402825,-98.09487,30.408747,-98.107279,0.845,Incident on W TX-71 near RIVERCLIFF DR Expect delays., State Highway 71 W,Spicewood,Travis,TX,78669,US,US/Central,KRYW,2022-11-10 15:15:00,77.0,77.0,61.0,28.55,10.0,SSE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,1
A-4473727,Source1,2,2022-07-13 10:02:00,2022-07-13 12:07:04,26.111704,-80.168523,26.114346,-80.168585,0.183,Incident on I-95 NB near EXIT 25 Drive with caution.,I-95,Fort Lauderdale,Broward,FL,33312,US,US/Eastern,KFLL,2022-07-13 09:53:00,88.0,88.0,67.0,30.07,10.0,SSE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10.0,5
A-4476477,Source1,2,2022-04-29 14:34:00,2022-04-29 19:17:40,29.14549469933917,-82.18519091566952,29.10292469933917,-82.1850309156695,2.9410000000000003,Incident on I-75 SB near MM 361 Left shoulder closed.,I-75,Ocala,Marion,FL,34474,US,US/Eastern,KOCF,2022-04-29 14:51:00,81.0,81.0,49.0,29.96,10.0,E,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,1
A-4479465,Source1,2,2022-03-08 08:39:50,2022-03-08 10:53:07,27.335612,-82.52908000000002,27.335666,-82.531959,0.177,Slow traffic on FL-789 from S School Ave (Ringling Blvd) to US-41/Bayfront Dr (Ringling Blvd) due to accident., Ringling Blvd,Sarasota,Sarasota,FL,34237,US,US/Eastern,KSRQ,2022-03-08 08:53:00,77.0,77.0,79.0,30.03,10.0,SSE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8.0,5
A-4487491,Source1,2,2022-12-11 19:07:18,2022-12-11 20:22:18.000000000,42.697951,-121.851002,42.690069,-121.853265,0.557,Incident on US-97 SB near MM 240 Expect delays., Highway 97 N,Chiloquin,Klamath,OR,97624-9628,US,US/Pacific,KLMT,2022-12-11 18:53:00,22.0,22.0,85.0,25.58,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19.0,5
A-4502112,Source1,2,2022-05-16 16:26:08,2022-05-16 19:48:34,25.844062,-80.225332,25.846583,-80.226076,0.18,Slow traffic on FL-934 from NW 76th St to NW 17th Pl due to accident., NW 17th Ave,Miami,Miami-Dade,FL,33147-5654,US,US/Eastern,KOPF,2022-05-16 16:13:00,76.0,76.0,85.0,29.92,10.0,CALM,0.0,0.03,Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,16.0,1
A-4503140,Source1,2,2022-11-01 18:29:00,2022-11-01 19:52:19,36.721462,-119.789642,36.719641,-119.78964,0.126,Incident on S POPPY AVE near HOUSE 2178 Drive with caution., S Poppy Ave,Fresno,Fresno,CA,93706-4454,US,US/Pacific,KFAT,2022-11-01 18:53:00,54.0,54.0,86.0,29.57,10.0,N,6.0,0.09,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,18.0,1
A-4503469,Source1,2,2022-05-14 04:52:30,2022-05-14 05:04:30,36.19476914388565,-86.77616715389833,36.18758914388564,-86.77604715389838,0.496,Slow traffic on I-24 E from US-431/Trinity Ln/Exit 87 (I-65/I-24) to I-24 &amp; I-65 Junction (South) (I-65/I-24) due to accident.,I-65,Nashville,Davidson,TN,37207,US,US/Central,KBNA,2022-05-14 04:53:00,65.0,65.0,81.0,29.33,10.0,SSE,5.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day,4.0,22
A-4517694,Source1,2,2022-04-14 13:46:18,2022-04-14 15:53:49,33.509301,-80.848979,33.507605,-80.850965,0.1639999999999999,Slow traffic on US-601 N - US-21 S - US-178 W - US-178 E - US-21 N from Orangeburg to College Ave due to accident., Magnolia St NE,Orangeburg,Orangeburg,SC,29115-3607,US,US/Eastern,KOGB,2022-04-14 13:53:00,78.0,78.0,58.0,29.76,10.0,SW,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,5
A-4521480,Source1,2,2022-02-14 16:22:37,2022-02-14 17:44:47.000000000,35.85315999999999,-78.69807,35.853916,-78.699166,0.081,Incident on GLENWOOD AVE near HOUSE 5900 Drive with caution., Glenwood Ave,Raleigh,Wake,NC,27612-6221,US,US/Eastern,KRDU,2022-02-14 16:51:00,49.0,45.0,29.0,29.79,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,5
A-4523355,Source1,2,2022-07-25 16:51:30,2022-07-25 17:48:00.000000000,33.459104,-112.003806,33.462158,-112.035346,1.83,Slow traffic on AZ-202 Loop W - Red Mountain Fwy W from 40th St/Exit 2 (AZ-202 Loop/Red Mountain Fwy) to 24th St/Exit 1B (AZ-202 Loop/Red Mountain Fwy) due to accident.,AZ-202 Loop W,Phoenix,Maricopa,AZ,85008,US,US/Mountain,KPHX,2022-07-25 16:51:00,97.0,97.0,36.0,28.6,10.0,WSW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,18
A-4528347,Source1,2,2022-08-12 20:18:22,2022-08-12 21:37:45.000000000,39.632002,-106.05857,39.643842,-106.036438,1.4340000000000002,Between Exit 205: US 6; CO 9; Silverthorne and Exit 216: US 6; Loveland Pass (near Silverthorne) at Mile Point 206. The left lane is closed due to a crash.,I-70 E,Dillon,Summit,CO,80435,US,US/Mountain,KCCU,2022-08-12 19:53:00,63.0,,41.0,21.05,10.0,,,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,20.0,18
A-4528611,Source1,2,2022-05-11 16:38:33,2022-05-11 18:12:58.000000000,42.870703000000006,-73.77383,42.872311,-73.773834,0.111,Incident on US-9 NB near TOWN OF CLIFTON PARK Drive with caution., Route 9,Halfmoon,Saratoga,NY,12065-2412,US,US/Eastern,KSCH,2022-05-11 15:45:00,79.0,79.0,17.0,29.85,15.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,5
A-4536642,Source1,2,2022-11-03 16:24:00,2022-11-03 18:04:13.000000000,30.185767,-81.628099,30.186128000000004,-81.627995,0.026,Incident on SAN JOSE BLVD near SR-13 Drive with caution., San Jose Blvd,Jacksonville,Duval,FL,32257-6210,US,US/Eastern,KNIP,2022-11-03 16:53:00,76.0,76.0,62.0,30.14,10.0,NE,13.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,16.0,22
A-4537294,Source1,2,2022-12-21 06:49:00,2022-12-21 08:15:49.000000000,30.709696,-81.672207,30.71074,-81.671667,0.079,Incident on I-95 NB near US-17 Drive with caution.,I-95,Yulee,Nassau,FL,32097,US,US/Eastern,KFHB,2022-12-21 06:55:00,52.0,52.0,100.0,30.15,10.0,NNE,17.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,6.0,1
A-4543987,Source1,2,2022-09-23 13:23:09,2022-09-23 14:32:39.000000000,32.749356,-97.319765,32.703314,-97.320703,3.182,Stationary traffic on I-35W S from US-287/Martin Luther King Fwy (I-35W) to Berry St/Exit 48A (I-35W) due to accident.,Purple Heart Trl,Fort Worth,Tarrant,TX,76102,US,US/Central,KFTW,2022-09-23 12:53:00,90.0,90.0,45.0,29.27,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,5
A-4544956,Source1,2,2023-01-05 17:37:30,2023-01-05 18:33:30.000000000,33.948478,-117.386298,33.96304600000001,-117.377396,1.128,Slow traffic on Riverside Fwy E - CA-91 E from Arlington Ave (CA-91) to 14th St (CA-91) due to accident.,CA-91 E,Riverside,Riverside,CA,92506,US,US/Pacific,KRAL,2023-01-05 17:53:00,53.0,53.0,83.0,29.24,3.0,W,6.0,0.07,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,17.0,15
A-4551701,Source1,2,2022-04-13 18:30:00,2022-04-13 20:36:30,36.17065072042384,-86.51682972866766,36.17026072042383,-86.59690972866765,4.467,Stationary traffic on I-40 W from TN-171/S Mount Juliet Rd/Exit 226 (I-40) to TN-45/Old Hickory Blvd/Exit 221 (I-40) due to accident.,I-40,Mt Juliet,Wilson,TN,37122,US,US/Central,KBNA,2022-04-13 18:53:00,79.0,79.0,40.0,29.07,10.0,S,22.0,0.0,Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,18.0,2
A-4560553,Source1,4,2022-12-09 18:06:00,2022-12-09 20:51:00.000000000,35.413055,-78.525356,35.411121,-78.524609,0.14,Incident on I-40 EB near EXIT 326 Road closed. Take alternate route.,I-40,Benson,Johnston,NC,27504,US,US/Eastern,KHRJ,2022-12-09 18:15:00,49.0,47.0,71.0,30.01,10.0,NE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,18.0,1
A-4579353,Source1,2,2022-06-09 20:06:36,2022-06-09 21:25:09,33.501976,-81.547761,33.499875,-81.541634,0.382,Incident on DANA DR near CADLE CROSSING RD Expect delays., Water Oak Dr,Windsor,Aiken,SC,29856-2309,US,US/Eastern,KAIK,2022-06-09 20:15:00,83.0,83.0,59.0,29.29,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,20.0,5
A-4580802,Source1,2,,2022-06-02 20:13:03.000000,25.824641,-80.240902,25.823946,-80.240039,0.072,Stationary traffic on FL-9 from NW 55th St to NW 26th Ave due to accident., NW 27th Ave,Miami,Miami-Dade,FL,33142,US,US/Eastern,KMIA,2022-06-02 17:53:00,78.0,78.0,76.0,29.87,10.0,NNE,6.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,,1
A-4588102,Source1,2,,2022-08-29 08:31:30.000000,33.386429,-111.788472,33.38617,-111.83997,2.971,Slow traffic on Superstition Fwy W - US-60 W from Val Vista Dr/Exit 184 (US-60) to AZ-87/Country Club Dr/Exit 179 (US-60) due to accident.,US-60,Mesa,Maricopa,AZ,85204,US,US/Mountain,KFFZ,2022-08-29 07:51:00,89.0,89.0,43.0,28.64,10.0,NW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,,5
A-4593830,Source1,2,2022-04-06 16:43:00,2022-04-06 18:51:10,33.989314,-118.258527,33.989344,-118.255823,0.155,Slow traffic from Avalon Blvd (Slauson Ave) to S Alameda St (Slauson Ave) due to accident., E Slauson Ave,Los Angeles,Los Angeles,CA,90011-5240,US,US/Pacific,KCQT,2022-04-06 16:47:00,80.0,80.0,42.0,29.74,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,16.0,5
A-4594207,Source1,2,2022-07-16 22:24:00,2022-07-16 23:43:52,48.46947700000001,-122.345817,48.469017,-122.347227,0.072,On SR 20 westbound at Garrett Rd (MP 59) there is a collision blocking the right lane. Medical Aid and the State Patrol have arrived on the scene., State Route 20,Burlington,Skagit,WA,98233,US,US/Pacific,KBVS,2022-07-16 22:15:00,57.0,57.0,77.0,29.93,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,22.0,1
A-4597575,Source1,2,2022-04-19 17:37:30,2022-04-19 19:49:53,25.821842,-80.24884300000002,25.82459,-80.24895,0.19,Stationary traffic from US-27/NW 36th St (NW 32nd Ave) to Martin Luther King Blvd/NW 62nd St (NW 32nd Ave) due to accident., NW 52nd St,Miami,Miami-Dade,FL,33142,US,US/Eastern,KMIA,2022-04-19 17:53:00,83.0,83.0,63.0,29.99,10.0,NNE,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,17.0,22
A-4599575,Source1,2,2022-05-31 20:29:22,2022-05-31 21:46:40.000000000,39.729735,-104.825177,39.7257,-104.825044,0.279,At Exit 9: CO 30; 6th Avenue (Aurora) at Mile Point 9. The left lane is closed due to a crash.,I-225 S,Aurora,Arapahoe,CO,80011,US,US/Mountain,KBKF,2022-05-31 20:58:00,44.0,40.0,99.0,24.56,7.0,N,7.0,0.1,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,20.0,15
A-4602644,Source1,2,2022-07-07 09:58:00,2022-07-07 11:48:19.000000000,27.976405,-82.391054,27.966946000000004,-82.404332,1.041,Incident on I-4 WB near MLK JR BLVD Left lane blocked.,I-4 W,Tampa,Hillsborough,FL,33619,US,US/Eastern,KTPF,2022-07-07 09:55:00,,,,30.03,10.0,SW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9.0,5
A-4620362,Source1,2,2022-09-07 14:39:05,2022-09-07 16:00:54,35.731254,-78.558237,35.730651,-78.55718900000002,0.072,Incident on ROCK QUARRY RD near HOUSE 5508 Drive with caution., Rock Quarry Rd,Raleigh,Wake,NC,27610-5304,US,US/Eastern,KRDU,2022-09-07 14:51:00,79.0,79.0,74.0,29.48,10.0,E,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,18
A-4632073,Source1,2,2022-10-01 17:24:30,2022-10-01 17:59:30,39.38475251,-77.41212487,39.40172251,-77.42812487,1.4509999999999998,Slow traffic on I-270 N - Dwight D Eisenhower Hwy N from MD-85/Exit 31 (I-270) to I-70/US-40 (I-270) due to accident.,I-270,Frederick,Frederick,MD,21703,US,US/Eastern,KFDK,2022-10-01 17:47:00,59.0,59.0,100.0,29.56,2.0,NNE,12.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,7
A-4650414,Source1,2,2022-02-08 17:03:01,2022-02-08 19:13:34,28.674195,-81.468053,28.672806,-81.467375,0.104,Stationary traffic on FL-436 from N Wekiwa Springs Rd / Deanna Dr to Lake Border Dr due to accident., S Wekiwa Springs Rd,Apopka,Orange,FL,32703,US,US/Eastern,KORL,2022-02-08 16:53:00,54.0,54.0,93.0,29.98,10.0,NNW,7.0,0.02,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,1
A-4665230,Source1,2,2023-01-31 15:38:44,2023-01-31 21:38:43,30.318644,-81.525559,30.306322,-81.523833,0.858,Accident,E Beltway S,Jacksonville,Duval,FL,32246,US,US/Eastern,KCRG,2023-01-31 15:53:00,79.0,79.0,66.0,30.07,10.0,E,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,18
A-4679514,Source1,2,2022-04-23 15:22:21,2022-04-23 16:37:21,37.5795,-77.59651099999998,37.580825,-77.596177,0.093,Incident on ARROWDEL RD near RIVER RD Drive with caution., Walsing Dr,Henrico,Henrico,VA,23229-7641,US,US/Eastern,KOFP,2022-04-23 14:54:00,80.0,80.0,45.0,30.0,10.0,SSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,5
A-4680830,Source1,2,2022-10-11 16:55:44,2022-10-11 19:01:26,40.785246,-73.533236,40.791576,-73.518112,0.904,Incident on I-495 near I-495 Drive with caution.,Long Island Expy,Jericho,Nassau,NY,11753,US,US/Eastern,KFRG,2022-10-11 16:53:00,69.0,69.0,44.0,30.17,10.0,SSW,13.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,5
A-4681578,Source1,2,2022-10-01 16:47:00,2022-10-01 19:01:31.000000000,39.12063,-122.84063799999998,39.121781,-122.840102,0.085,Accident on Hudson Ave from Lakeshore Blvd to E State Highway 20., Hudson Ave,Nice,Lake,CA,95464-8511,US,US/Pacific,KUKI,2022-10-01 16:56:00,80.0,80.0,42.0,29.12,10.0,SSE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,5
A-4682270,Source1,2,2023-01-24 18:48:00,2023-01-24 20:03:24.000000000,28.569071,-81.245019,28.56908,-81.244908,0.0069999999999999,Incident on E COLONIAL DR near N DEAN RD Drive with caution., E Colonial Dr,Orlando,Orange,FL,32825,US,US/Eastern,KORL,2023-01-24 18:53:00,66.0,66.0,68.0,30.03,10.0,E,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,18.0,5
A-4685283,Source1,2,2022-10-03 16:51:00,2022-10-03 23:02:02,30.233485,-97.739988,30.233281,-97.739365,0.04,Accident, E Oltorf St,Austin,Travis,TX,78741,US,US/Central,KAUS,2022-10-03 16:53:00,86.0,86.0,20.0,29.47,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,5
A-4710064,Source1,2,2022-11-07 07:05:30,2022-11-07 09:21:30,38.811731,-121.3004,38.773122,-121.255317,3.607,Stationary traffic on CA-65 S from Sunset Blvd (CA-65) to I-80 (CA-65) due to accident.,CA-65 S,Rocklin,Placer,CA,95765,US,US/Pacific,KLHM,2022-11-07 07:15:00,45.0,40.0,100.0,29.76,10.0,SE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,5
A-4718580,Source1,2,2022-11-14 05:32:00,2022-11-14 06:07:30.000000000,33.941092,-117.249479,33.944555,-117.289696,2.318,Slow traffic on Moreno Valley Fwy W - CA-60 W from Heacock St (CA-60) to I-215 (CA-60) due to accident.,CA-60 W,Moreno Valley,Riverside,CA,92553,US,US/Pacific,KRIV,2022-11-14 05:55:00,38.0,38.0,84.0,28.47,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day,5.0,5
A-4722272,Source1,2,2022-12-02 16:17:00,2022-12-02 18:38:30,38.341914,-122.7128,38.376247,-122.716128,2.379,Stationary traffic on Redwood Hwy N - US-101 N from CA-116/Gravenstein Hwy (US-101) to Santa Rosa Ave (US-101) due to accident.,US-101,Rohnert Park,Sonoma,CA,94928,US,US/Pacific,KO69,2022-12-02 16:15:00,50.0,50.0,58.0,30.01,10.0,SSE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,5
A-4725381,Source1,2,2022-11-06 13:12:30,2022-11-06 15:21:15.000000000,32.784219,-96.55908,32.779808,-96.532437,1.577,Accident on US-80 E from Belt Line Rd (US-80) to Fork Rd (US-80).,US-80 E,Sunnyvale,Dallas,TX,75182,US,US/Central,KHQZ,2022-11-06 12:50:00,75.0,75.0,50.0,29.41,10.0,S,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,5
